,Country_code,year,unit,na_item,GDP,Population,GDP/Cap
335,RS,2020,CLV15_MEUR,B1GQ,40740.2,6926705.0,5881.613263449216
336,SE,2020,CLV15_MEUR,B1GQ,485059.9,10327589.0,46967.38996875263
337,SI,2020,CLV15_MEUR,B1GQ,43447.8,2095861.0,20730.28697990945
338,SK,2020,CLV15_MEUR,B1GQ,86676.3,5457873.0,15880.96681619378
339,TR,2020,CLV15_MEUR,B1GQ,913157.3,83154997.0,10981.388166005225
341,XK,2020,CLV15_MEUR,B1GQ,6439.2,1782115.0,3613.2348361357153
343,AT,2021,CLV15_MEUR,B1GQ,365156.5,8932664.0,40878.790470569584
345,BE,2021,CLV15_MEUR,B1GQ,448991.1,11554767.0,38857.65069949052
346,BG,2021,CLV15_MEUR,B1GQ,53571.0,6916548.0,7745.337703143245
347,CH,2021,CLV15_MEUR,B1GQ,685042.9,8670300.0,79010.2879946484
348,CY,2021,CLV15_MEUR,B1GQ,22988.8,896007.0,25656.942412280263
349,CZ,2021,CLV15_MEUR,B1GQ,190280.5,10701777.0,17780.271444639522
350,DE,2021,CLV15_MEUR,B1GQ,3203816.8,83155031.0,38528.23769616537
351,DK,2021,CLV15_MEUR,B1GQ,308307.8,5840045.0,52792.02471898761
352,EE,2021,CLV15_MEUR,B1GQ,26039.2,1330068.0,19577.344917703456
353,EL,2021,CLV15_MEUR,B1GQ,181343.2,10678632.0,16981.87558106694
354,ES,2021,CLV15_MEUR,B1GQ,1116506.0,47398695.0,23555.62742813911
355,FI,2021,CLV15_MEUR,B1GQ,231023.0,5533793.0,41747.67650325916
356,FR,2021,CLV15_MEUR,B1GQ,2323177.9,67656682.0,34337.74508776532
357,HR,2021,CLV15_MEUR,B1GQ,53301.4,4036355.0,13205.330056449446
358,HU,2021,CLV15_MEUR,B1GQ,135908.5,9730772.0,13966.877448161358
359,IE,2021,CLV15_MEUR,B1GQ,403586.1,5006324.0,80615.25782190685
360,IS,2021,CLV15_MEUR,B1GQ,18080.0,368792.0,49024.924618755285
361,IT,2021,CLV15_MEUR,B1GQ,1683538.3,59236213.0,28420.761806633385
362,LT,2021,CLV15_MEUR,B1GQ,46028.7,2795680.0,16464.22337320437
363,LU,2021,CLV15_MEUR,B1GQ,62184.0,634730.0,97969.21525688088
364,LV,2021,CLV15_MEUR,B1GQ,28240.4,1893223.0,14916.573483419545
365,ME,2021,CLV15_MEUR,B1GQ,4124.5,620739.0,6644.499540064343
366,MK,2021,CLV15_MEUR,B1GQ,9987.8,2068808.0,4827.804223494882
367,MT,2021,CLV15_MEUR,B1GQ,13303.9,516100.0,25777.756248788995
368,NL,2021,CLV15_MEUR,B1GQ,763283.5,17475415.0,43677.56073317858
369,NO,2021,CLV15_MEUR,B1GQ,379162.9,5391369.0,70327.75905340555
370,PL,2021,CLV15_MEUR,B1GQ,539457.6,37840001.0,14256.27869301589
371,PT,2021,CLV15_MEUR,B1GQ,193891.9,10298252.0,18827.651527657315
372,RO,2021,CLV15_MEUR,B1GQ,200161.3,19201662.0,10424.165366518793
373,RS,2021,CLV15_MEUR,B1GQ,43816.0,6871547.0,6376.438959087379
374,SE,2021,CLV15_MEUR,B1GQ,511184.5,10379295.0,49250.40669910625
375,SI,2021,CLV15_MEUR,B1GQ,47015.3,2108977.0,22292.941079964363
376,SK,2021,CLV15_MEUR,B1GQ,90891.6,5459781.0,16647.480915443313
377,TR,2021,CLV15_MEUR,B1GQ,1016832.6,83614362.0,12160.980191417355
381,AT,2022,CLV15_MEUR,B1GQ,383403.2,8978929.0,42700.32650887428
383,BE,2022,CLV15_MEUR,B1GQ,463573.6,11617623.0,39902.62035529988
384,BG,2022,CLV15_MEUR,B1GQ,55371.7,6838937.0,8096.536055237824
385,CH,2022,CLV15_MEUR,B1GQ,699149.6,8738791.0,80005.30050438327
386,CY,2022,CLV15_MEUR,B1GQ,24283.7,904705.0,26841.567140670162
387,CZ,2022,CLV15_MEUR,B1GQ,194963.2,10516707.0,18538.42652457656
388,DE,2022,CLV15_MEUR,B1GQ,3261919.4,83237124.0,39188.27613505724
389,DK,2022,CLV15_MEUR,B1GQ,320082.1,5873420.0,54496.715712480975
390,EE,2022,CLV15_MEUR,B1GQ,25704.0,1331796.0,19300.253191930296
391,EL,2022,CLV15_MEUR,B1GQ,192067.3,10459782.0,18362.45726727383
392,ES,2022,CLV15_MEUR,B1GQ,1177375.0,47432893.0,24821.909977112296
393,FI,2022,CLV15_MEUR,B1GQ,235837.0,5548241.0,42506.625072703224
394,FR,2022,CLV15_MEUR,B1GQ,2382706.9,67871925.0,35105.9278191977
395,HR,2022,CLV15_MEUR,B1GQ,56617.7,3862305.0,14659.044275374421
396,HU,2022,CLV15_MEUR,B1GQ,142130.2,9689010.0,14669.218010921653
397,IE,2022,CLV15_MEUR,B1GQ,451893.6,5060004.0,89306.96497473125
398,IS,2022,CLV15_MEUR,B1GQ,19245.2,376248.0,51150.305117900956
399,IT,2022,CLV15_MEUR,B1GQ,1745403.0,59030133.0,29568.000465118384
400,LT,2022,CLV15_MEUR,B1GQ,46897.6,2805998.0,16713.340494184245
401,LU,2022,CLV15_MEUR,B1GQ,63147.0,645397.0,97842.10338752737
402,LV,2022,CLV15_MEUR,B1GQ,29020.7,1875757.0,15471.460322419161
403,ME,2022,CLV15_MEUR,B1GQ,4375.8,617683.0,7084.216337506456
404,MK,2022,CLV15_MEUR,B1GQ,10202.2,1837114.0,5553.38427555394
405,MT,2022,CLV15_MEUR,B1GQ,14215.4,520971.0,27286.35567046918
406,NL,2022,CLV15_MEUR,B1GQ,797465.1,17590672.0,45334.54435396215
407,NO,2022,CLV15_MEUR,B1GQ,391589.3,5425270.0,72178.76713969996
408,PL,2022,CLV15_MEUR,B1GQ,567154.9,37654247.0,15062.176120531636
409,PT,2022,CLV15_MEUR,B1GQ,206855.0,10352042.0,19982.047986281355
410,RO,2022,CLV15_MEUR,B1GQ,209657.0,19042455.0,11009.977442509382
411,RS,2022,CLV15_MEUR,B1GQ,44802.5,6797105.0,6591.409136683927
412,SE,2022,CLV15_MEUR,B1GQ,524691.1,10452326.0,50198.50127139165
413,SI,2022,CLV15_MEUR,B1GQ,49542.2,2107180.0,23511.13810875198
414,SK,2022,CLV15_MEUR,B1GQ,92408.3,5434712.0,17003.348107498612
